T29,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
776,Tonga,2015,Percentage of individuals using the internet,38.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
776,Tonga,2017,Percentage of individuals using the internet,41.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
780,Trinidad and Tobago,2000,Percentage of individuals using the internet,7.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
780,Trinidad and Tobago,2005,Percentage of individuals using the internet,29.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
780,Trinidad and Tobago,2010,Percentage of individuals using the internet,48.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
780,Trinidad and Tobago,2015,Percentage of individuals using the internet,69.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
780,Trinidad and Tobago,2017,Percentage of individuals using the internet,77.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
788,Tunisia,2000,Percentage of individuals using the internet,2.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
788,Tunisia,2005,Percentage of individuals using the internet,9.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
788,Tunisia,2010,Percentage of individuals using the internet,36.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
788,Tunisia,2015,Percentage of individuals using the internet,46.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
788,Tunisia,2017,Percentage of individuals using the internet,55.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
788,Tunisia,2018,Percentage of individuals using the internet,64.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
788,Tunisia,2019,Percentage of individuals using the internet,66.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
792,Turkey,2000,Percentage of individuals using the internet,3.8,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
792,Turkey,2005,Percentage of individuals using the internet,15.5,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
792,Turkey,2010,Percentage of individuals using the internet,39.8,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
792,Turkey,2015,Percentage of individuals using the internet,53.7,Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
792,Turkey,2017,Percentage of individuals using the internet,64.7,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
792,Turkey,2018,Percentage of individuals using the internet,71.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
792,Turkey,2019,Percentage of individuals using the internet,74.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
795,Turkmenistan,2000,Percentage of individuals using the internet,0.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
795,Turkmenistan,2005,Percentage of individuals using the internet,1.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
795,Turkmenistan,2010,Percentage of individuals using the internet,3.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
795,Turkmenistan,2015,Percentage of individuals using the internet,15.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
795,Turkmenistan,2017,Percentage of individuals using the internet,21.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
798,Tuvalu,2000,Percentage of individuals using the internet,5.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
798,Tuvalu,2010,Percentage of individuals using the internet,25.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
798,Tuvalu,2015,Percentage of individuals using the internet,42.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
798,Tuvalu,2017,Percentage of individuals using the internet,49.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
800,Uganda,2000,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
800,Uganda,2005,Percentage of individuals using the internet,1.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
800,Uganda,2010,Percentage of individuals using the internet,12.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
800,Uganda,2015,Percentage of individuals using the internet,17.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
800,Uganda,2017,Percentage of individuals using the internet,23.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
804,Ukraine,2000,Percentage of individuals using the internet,0.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
804,Ukraine,2005,Percentage of individuals using the internet,3.7,Estimate.;Users in the last month.;Population aged 15 to 59 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
804,Ukraine,2010,Percentage of individuals using the internet,23.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
804,Ukraine,2015,Percentage of individuals using the internet,48.9,Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
804,Ukraine,2017,Percentage of individuals using the internet,58.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
804,Ukraine,2018,Percentage of individuals using the internet,62.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
784,United Arab Emirates,2000,Percentage of individuals using the internet,23.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
784,United Arab Emirates,2005,Percentage of individuals using the internet,40.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
784,United Arab Emirates,2010,Percentage of individuals using the internet,68.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
784,United Arab Emirates,2015,Percentage of individuals using the internet,90.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
784,United Arab Emirates,2017,Percentage of individuals using the internet,94.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
784,United Arab Emirates,2018,Percentage of individuals using the internet,98.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
