T30,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
534,Sint Maarten (Dutch part),2017,Tourism expenditure (millions of US dollars),,,646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2018,Tourism expenditure (millions of US dollars),,,468,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2019,Tourism expenditure (millions of US dollars),,,708,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,1995,Tourist/visitor arrivals (thousands),TF,,903,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2005,Tourist/visitor arrivals (thousands),TF,,"1,515",The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2010,Tourist/visitor arrivals (thousands),TF,,"1,327",The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2017,Tourist/visitor arrivals (thousands),TF,,"5,546",The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,1995,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2005,Tourism expenditure (millions of US dollars),,,"1,282",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2010,Tourism expenditure (millions of US dollars),,,"2,334",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2017,Tourism expenditure (millions of US dollars),,,"3,024",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2018,Tourism expenditure (millions of US dollars),,,"3,318",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
703,Slovakia,2019,Tourism expenditure (millions of US dollars),,,"3,353",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,1995,Tourist/visitor arrivals (thousands),TCE,,732,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2005,Tourist/visitor arrivals (thousands),TCE,,"1,555",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2010,Tourist/visitor arrivals (thousands),TCE,,"2,049",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2017,Tourist/visitor arrivals (thousands),TCE,,"3,991",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2018,Tourist/visitor arrivals (thousands),TCE,,"4,425",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2019,Tourist/visitor arrivals (thousands),TCE,,"4,702",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,1995,Tourism expenditure (millions of US dollars),,,"1,128",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2005,Tourism expenditure (millions of US dollars),,,"1,894",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2010,Tourism expenditure (millions of US dollars),,,"2,808",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2017,Tourism expenditure (millions of US dollars),,,"3,057",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2018,Tourism expenditure (millions of US dollars),,,"3,378",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
705,Slovenia,2019,Tourism expenditure (millions of US dollars),,,"3,244",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,1995,Tourist/visitor arrivals (thousands),TF,,12,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2005,Tourist/visitor arrivals (thousands),TF,,9,Arrivals by air.;Without 1st quarter.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2010,Tourist/visitor arrivals (thousands),TF,,21,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2017,Tourist/visitor arrivals (thousands),TF,,26,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2018,Tourist/visitor arrivals (thousands),TF,,28,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2019,Tourist/visitor arrivals (thousands),TF,,29,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,1995,Tourism expenditure (millions of US dollars),,,17,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2005,Tourism expenditure (millions of US dollars),,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2010,Tourism expenditure (millions of US dollars),,,51,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2017,Tourism expenditure (millions of US dollars),,,79,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2018,Tourism expenditure (millions of US dollars),,,92,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
90,Solomon Islands,2019,Tourism expenditure (millions of US dollars),,,81,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,1995,Tourist/visitor arrivals (thousands),TF,,"4,488",Excluding arrivals for work and contract workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2005,Tourist/visitor arrivals (thousands),TF,,"7,369",Excluding arrivals for work and contract workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2010,Tourist/visitor arrivals (thousands),TF,,"8,074",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2017,Tourist/visitor arrivals (thousands),TF,,"10,285",Break in the time series.;Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2018,Tourist/visitor arrivals (thousands),TF,,"10,472",Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2019,Tourist/visitor arrivals (thousands),TF,,"10,228",Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,1995,Tourism expenditure (millions of US dollars),,,"2,654",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2005,Tourism expenditure (millions of US dollars),,,"8,629",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2010,Tourism expenditure (millions of US dollars),,,"10,309",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2017,Tourism expenditure (millions of US dollars),,,"9,706",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2018,Tourism expenditure (millions of US dollars),,,"9,789",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
710,South Africa,2019,Tourism expenditure (millions of US dollars),,,"9,064",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
728,South Sudan,2017,Tourism expenditure (millions of US dollars),,,26,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
728,South Sudan,2018,Tourism expenditure (millions of US dollars),,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,1995,Tourist/visitor arrivals (thousands),TF,,"32,971",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2005,Tourist/visitor arrivals (thousands),TF,,"55,914",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2010,Tourist/visitor arrivals (thousands),TF,,"52,677",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2017,Tourist/visitor arrivals (thousands),TF,,"81,869",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2018,Tourist/visitor arrivals (thousands),TF,,"82,808",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2019,Tourist/visitor arrivals (thousands),TF,,"83,509",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,1995,Tourism expenditure (millions of US dollars),,,"25,368",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2005,Tourism expenditure (millions of US dollars),,,"51,959",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2010,Tourism expenditure (millions of US dollars),,,"58,348",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2017,Tourism expenditure (millions of US dollars),,,"75,906",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2018,Tourism expenditure (millions of US dollars),,,"81,250",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
724,Spain,2019,Tourism expenditure (millions of US dollars),,,"79,611",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,1995,Tourist/visitor arrivals (thousands),TF,,403,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,2005,Tourist/visitor arrivals (thousands),TF,,549,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,2010,Tourist/visitor arrivals (thousands),TF,,654,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,2017,Tourist/visitor arrivals (thousands),TF,,"2,116",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,2018,Tourist/visitor arrivals (thousands),TF,,"2,334",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,2019,Tourist/visitor arrivals (thousands),TF,,"1,914",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,1995,Tourism expenditure (millions of US dollars),,,367,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
144,Sri Lanka,2005,Tourism expenditure (millions of US dollars),,,729,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
